university_id,course_name,entity_id,relevance_score,confidence_score,wikipedia_link,matched_positions,matched_text,wikidata_id,freebase_id,VERIFICADOS
ECON2203,Introducción a la MacroEconomía,Consumption (economics),0.6063,1.072,http://en.wikipedia.org/wiki/Consumption_(economics),"[195, 196, 197]",theories of consumption,Q192270,/m/02r5ml,
ECON2203,Introducción a la MacroEconomía,Investment,0.2719,7.731,http://en.wikipedia.org/wiki/Investment,[199],Investment,Q4290,/m/0g_fl,
ECON2203,Introducción a la MacroEconomía,Aggregate demand,1,13.55,http://en.wikipedia.org/wiki/Aggregate_demand,"[244, 245]",Aggregate Demand,Q1801078,/m/01zjdr,
ECON2203,Introducción a la MacroEconomía,Inflation,0.9687,16.55,http://en.wikipedia.org/wiki/Inflation,[272],inflation,Q35865,/m/0408vty,
ECON2203,Introducción a la MacroEconomía,Government debt,0.6635,6.002,http://en.wikipedia.org/wiki/Government_debt,"[178, 179]",Public debt,Q12695,/m/033gpp,
ECON2203,Introducción a la MacroEconomía,Debt,0.4968,7.256,http://en.wikipedia.org/wiki/Debt,[179],debt,Q3196867,/m/013y7y,
ECON2203,Introducción a la MacroEconomía,Interest,0.7925,3.031,http://en.wikipedia.org/wiki/Interest,[269],interest,Q170924,/m/012qn2,
ECON2203,Introducción a la MacroEconomía,Interest rate,0.6276,12.88,http://en.wikipedia.org/wiki/Interest_rate,"[269, 270]",interest rates,Q179179,/m/04n7dpf,
ECON2203,Introducción a la MacroEconomía,Deficit spending,1,2.963,http://en.wikipedia.org/wiki/Deficit_spending,[181],deficit,Q17010135,/m/04sh37,
ECON2203,Introducción a la MacroEconomía,IS–LM model,1,12.62,http://en.wikipedia.org/wiki/IS–LM_model,"[238, 239]",IS-LM models,Q214270,/m/0f47c,
ECON2203,Introducción a la MacroEconomía,Gross domestic product,0.68,17.94,http://en.wikipedia.org/wiki/Gross_domestic_product,[258],GDP,Q12638,/m/039mk,
ECON2203,Introducción a la MacroEconomía,Supply (economics),0.7801,1.092,http://en.wikipedia.org/wiki/Supply_(economics),[59],supply,Q542869,/m/080d1js,
ECON2203,Introducción a la MacroEconomía,Market (economics),0.8117,2.118,http://en.wikipedia.org/wiki/Market_(economics),[57],market,Q37654,/m/09y4pm,
ECON2203,Introducción a la MacroEconomía,Economics,1,2.71,http://en.wikipedia.org/wiki/Economics,[123],economy,Q8134,/m/02j62,
ECON2203,Introducción a la MacroEconomía,Perfect competition,0.9915,10.49,http://en.wikipedia.org/wiki/Perfect_competition,"[85, 86]",Perfect competition,Q183384,/m/05qyk,
ECON2203,Introducción a la MacroEconomía,Consumer,0.2092,5.425,http://en.wikipedia.org/wiki/Consumer,[65],Consumer,Q22855,/m/025_b,
ECON2203,Introducción a la MacroEconomía,Competition,0.5724,5.251,http://en.wikipedia.org/wiki/Competition,[12],competition,Q476300,/m/018tl7,
ECON2203,Introducción a la MacroEconomía,Imperfect competition,0.05636,5.519,http://en.wikipedia.org/wiki/Imperfect_competition,"[14, 15]",imperfect competition,Q281682,/m/0cb_h,
ECON2203,Introducción a la MacroEconomía,Money,0.5149,8.18,http://en.wikipedia.org/wiki/Money,[135],Money,Q1368,/m/04_x4,
ECON2203,Introducción a la MacroEconomía,Income,0.6661,5.245,http://en.wikipedia.org/wiki/Income,[133],income,Q1527264,/m/03wj0,
ECON2203,Introducción a la MacroEconomía,Decision-making,0.2939,2.266,http://en.wikipedia.org/wiki/Decision-making,"[1, 2]",decision-making process,Q1331926,/m/01nccs,
ECON2203,Introducción a la MacroEconomía,,0,0.5,,[95],Competencia,None,None,
ECON2203,Introducción a la MacroEconomía,Monopoly,0.9051,10.03,http://en.wikipedia.org/wiki/Monopoly,[88],Monopoly,Q43637,/m/04rwd,
ECON2203,Introducción a la MacroEconomía,Goods,0.4153,1.467,http://en.wikipedia.org/wiki/Goods,[110],goods,Q28877,/m/013f7w8p,
ECON2203,Introducción a la MacroEconomía,Agent (economics),0.3447,2.623,http://en.wikipedia.org/wiki/Agent_(economics),"[4, 5]",economic agents,Q1415187,/m/09y4lh,
ECON2203,Introducción a la MacroEconomía,Elasticity (economics),0.6808,4.221,http://en.wikipedia.org/wiki/Elasticity_(economics),[70],Elasticity,Q223639,/m/01715l,
ECON2203,Introducción a la MacroEconomía,Well-being,0.3231,2.135,http://en.wikipedia.org/wiki/Well-being,[30],well-being,Q7981051,/m/0n525z3,
ECON2203,Introducción a la MacroEconomía,Public good,0.6763,3.382,http://en.wikipedia.org/wiki/Public_good,"[109, 110]",Public goods,Q272458,/m/017bkk,
ECON2203,Introducción a la MacroEconomía,Unemployment,0.7395,9.54,http://en.wikipedia.org/wiki/Unemployment,[145],Unemployment,Q41171,/m/07s_c,
ECON2203,Introducción a la MacroEconomía,Regulation,0.2235,3.372,http://en.wikipedia.org/wiki/Regulation,[98],Regulation,Q428148,/m/013zzb,
ECON2203,Introducción a la MacroEconomía,Aggregate supply,0.2546,3.161,http://en.wikipedia.org/wiki/Aggregate_supply,"[241, 242]",Aggregate Supply,Q2474789,/m/030n3x,
ECON2203,Introducción a la MacroEconomía,Economic surplus,0.4685,5.937,http://en.wikipedia.org/wiki/Economic_surplus,"[65, 66, 67, 68]",Consumer and producer surplus,Q268617,/m/0d8wv,
ECON2203,Introducción a la MacroEconomía,Game theory,0.4651,11.79,http://en.wikipedia.org/wiki/Game_theory,"[90, 91]",Games theory,Q44455,/m/034f0,
ECON2203,Introducción a la MacroEconomía,Open economy,0.6238,2.435,http://en.wikipedia.org/wiki/Open_economy,"[164, 165]",open economy,Q1929451,/m/046qty,
ECON2301,Econometria 1,Descriptive statistics,0.5619,5.009,http://en.wikipedia.org/wiki/Descriptive_statistics,"[8, 9]",Descriptive statistics,Q380344,/m/028sz,
ECON2301,Econometria 1,Dependent and independent variables,0.6137,11.39,http://en.wikipedia.org/wiki/Dependent_and_independent_variables,"[266, 267]",Independent Variable,Q320723,/m/02vn3md,
ECON2301,Econometria 1,Maximum likelihood estimation,0.9684,23.02,http://en.wikipedia.org/wiki/Maximum_likelihood_estimation,"[396, 397, 398]",Maximum likelihood estimators,Q1045555,/m/011l8h,
ECON2301,Econometria 1,Likelihood function,1,1.592,http://en.wikipedia.org/wiki/Likelihood_function,[397],likelihood,Q45284,/m/0c7sj,
ECON2301,Econometria 1,Variable (mathematics),0.403,1.193,http://en.wikipedia.org/wiki/Variable_(mathematics),[392],variables,Q50701,/m/05qb93m,
ECON2301,Econometria 1,Estimator,0.9743,6.776,http://en.wikipedia.org/wiki/Estimator,[398],estimators,Q1130160,/m/02qtl,
ECON2301,Econometria 1,Econometrics,1,14.89,http://en.wikipedia.org/wiki/Econometrics,[394],Econometrics,Q160039,/m/02tfx,
ECON2301,Econometria 1,Maxima and minima,0.45,1.085,http://en.wikipedia.org/wiki/Maxima_and_minima,[396],Maximum,Q845060,/m/03pfnm,
ECON2301,Econometria 1,Estimation theory,0.7861,1.249,http://en.wikipedia.org/wiki/Estimation_theory,[400],estimation,Q1376021,/m/05bx9m,
ECON2301,Econometria 1,Constraint (mathematics),0.1043,1.995,http://en.wikipedia.org/wiki/Constraint_(mathematics),[229],constraint,Q2303305,/m/0261085,
ECON2301,Econometria 1,Time series,1,8.855,http://en.wikipedia.org/wiki/Time_series,"[339, 340]",time series,Q186588,/m/024hw2,
ECON2301,Econometria 1,Stationary process,1,11.78,http://en.wikipedia.org/wiki/Stationary_process,[369],stationary,Q1192209,/m/01wsgf,
ECON2301,Econometria 1,Unit root,1,2.31,http://en.wikipedia.org/wiki/Unit_root,"[368, 369]",difference stationary,Q1307899,/m/079bp2,
ECON2301,Econometria 1,Goodness of fit,0.7131,6.294,http://en.wikipedia.org/wiki/Goodness_of_fit,"[92, 93, 94]",goodness of fit,Q2034239,/m/07glbd,
ECON2301,Econometria 1,Variance,0.975,18.64,http://en.wikipedia.org/wiki/Variance,[48],variance,Q175199,/m/07ycq,
ECON2301,Econometria 1,Heteroscedasticity,1,12.56,http://en.wikipedia.org/wiki/Heteroscedasticity,[333],Heteroskedasticity,Q1063540,/m/02whs0,
ECON2301,Econometria 1,Autocorrelation,1,13.36,http://en.wikipedia.org/wiki/Autocorrelation,[335],Autocorrelation,Q786970,/m/0dlnq15,
ECON2301,Econometria 1,Coefficient,0.1582,3.467,http://en.wikipedia.org/wiki/Coefficient,[153],coefficients,Q50700,/m/0dhxn,
ECON2301,Econometria 1,Categorical variable,0.9007,5.182,http://en.wikipedia.org/wiki/Categorical_variable,"[272, 273]",dichotomous variables,Q2285707,/m/0j7k2dq,
ECON2301,Econometria 1,Hypothesis,0.524,4.026,http://en.wikipedia.org/wiki/Hypothesis,[149],hypotheses,Q41719,/m/03pwn,
ECON2301,Econometria 1,Statistical hypothesis testing,0.8464,1.221,http://en.wikipedia.org/wiki/Statistical_hypothesis_testing,"[148, 149]",Testing hypotheses,Q210832,/m/07g6q,
ECON2301,Econometria 1,Confidence interval,0.8993,10.62,http://en.wikipedia.org/wiki/Confidence_interval,"[189, 190]",confidence intervals,Q208498,/m/01ppd3,
ECON2301,Econometria 1,Level of measurement,0.7289,1.019,http://en.wikipedia.org/wiki/Level_of_measurement,"[295, 296]",qualitative variable,Q951437,/m/03f0bs,
ECON2301,Econometria 1,Ordinary least squares,1,9.801,http://en.wikipedia.org/wiki/Ordinary_least_squares,[130],OLS,Q2912993,/m/06wcdb6,
ECON2301,Econometria 1,Linear regression,0.9203,23.61,http://en.wikipedia.org/wiki/Linear_regression,"[175, 176, 177]",linear regression model,Q10861030,/m/04j_0,
ECON2301,Econometria 1,Linear model,0.3859,3.614,http://en.wikipedia.org/wiki/Linear_model,"[423, 424]",linear model,Q3339222,/m/04j_g,
ECON2301,Econometria 1,Prediction,0.6499,4.233,http://en.wikipedia.org/wiki/Prediction,[215],prediction,Q748250,/m/01klyk,
ECON2301,Econometria 1,Mean,0.6707,3.335,http://en.wikipedia.org/wiki/Mean,[211],mean,Q2796622,/m/04vp4,
ECON2301,Econometria 1,Analysis of variance,1,22.23,http://en.wikipedia.org/wiki/Analysis_of_variance,"[205, 206, 207]",Analysis of variance,Q42297,/m/0hmc,
ECON2301,Econometria 1,,0,0.5,,[228],1,None,None,
ECON2301,Econometria 1,Unit root test,0.3547,2.047,http://en.wikipedia.org/wiki/Unit_root_test,"[353, 354, 355]",Unit Root Test,Q7887151,/m/07ghh8,
ECON2301,Econometria 1,F-test,1,1.95,http://en.wikipedia.org/wiki/F-test,"[199, 200]",F test,Q1386253,/m/01v7yg,
ECON2301,Econometria 1,Lagrange multiplier,0.754,12.48,http://en.wikipedia.org/wiki/Lagrange_multiplier,"[244, 245]",Lagrange multiplier,Q598870,/m/0153tv,
ECON2301,Econometria 1,Statistical inference,1,4.303,http://en.wikipedia.org/wiki/Statistical_inference,[184],Inference,Q938438,/m/06vyy,
ECON2301,Econometria 1,Regression analysis,1,15.35,http://en.wikipedia.org/wiki/Regression_analysis,"[99, 100]",regression model,Q208042,/m/03f9cn,
ECON2301,Econometria 1,Dummy variable (statistics),1,12.06,http://en.wikipedia.org/wiki/Dummy_variable_(statistics),"[410, 411]",dummy variables,Q427977,/m/01pxj8,
ECON2301,Econometria 1,Stochastic process,0.6873,15.29,http://en.wikipedia.org/wiki/Stochastic_process,"[359, 360]",Stochastic process,Q176737,/m/0cvtw,
ECON2301,Econometria 1,Independence (probability theory),0.5939,1.381,http://en.wikipedia.org/wiki/Independence_(probability_theory),[266],Independent,Q625303,/m/06w2y,
ECON2301,Econometria 1,Student's t-test,0.9453,2.927,http://en.wikipedia.org/wiki/Student's_t-test,"[202, 203]",t test,Q309479,/m/02mq4h,
ECON2301,Econometria 1,Ratio,0.3788,3.18,http://en.wikipedia.org/wiki/Ratio,[240],Ratio,Q3481047,/m/0m1mr,
ECON2301,Econometria 1,Interval (mathematics),0.2713,3.627,http://en.wikipedia.org/wiki/Interval_(mathematics),[190],intervals,Q185148,/m/0d3jx,
ECON2301,Econometria 1,Function (mathematics),0.482,3.062,http://en.wikipedia.org/wiki/Function_(mathematics),[110],function,Q11348,/m/01sz53,
ECON2301,Econometria 1,Sample (statistics),0.4791,3.51,http://en.wikipedia.org/wiki/Sample_(statistics),[109],sample,Q49906,/m/06w0j,
ECON2301,Econometria 1,Gauss–Markov theorem,1,2.321,http://en.wikipedia.org/wiki/Gauss–Markov_theorem,"[375, 376]",Gauss-Markov theorem,Q428134,/m/016t_z,
ECON2301,Econometria 1,Theorem,0.3136,1.018,http://en.wikipedia.org/wiki/Theorem,[376],theorem,Q65943,/m/07m71,
ECON2301,Econometria 1,Probability distribution,0.6682,1.575,http://en.wikipedia.org/wiki/Probability_distribution,[378],Distributions,Q200726,/m/05w26,
ECON2301,Econometria 1,Quantitative research,0.6391,1.037,http://en.wikipedia.org/wiki/Quantitative_research,[277],quantitative,Q730675,/m/022hfn,
ECON2301,Econometria 1,Multicollinearity,1,10.78,http://en.wikipedia.org/wiki/Multicollinearity,[320],Multicollinearity,Q1332350,/m/0557vl,
ECON2301,Econometria 1,Iteration,0.1986,2.005,http://en.wikipedia.org/wiki/Iteration,[318],iteration,Q651022,/m/0hzfm,
ECON2301,Econometria 1,Summation,0.3931,2.776,http://en.wikipedia.org/wiki/Summation,[124],summations,Q218005,/m/01km84,
ECON2301,Econometria 1,Sampling (statistics),0.7432,3.712,http://en.wikipedia.org/wiki/Sampling_(statistics),[25],sampling,Q49908,/m/0155v6,
ECON2301,Econometria 1,Simple linear regression,1,13.06,http://en.wikipedia.org/wiki/Simple_linear_regression,"[119, 120, 121]",Simple linear regression,Q7520804,/m/07qdrr,
ECON2301,Econometria 1,Sampling distribution,0.5279,2.277,http://en.wikipedia.org/wiki/Sampling_distribution,"[20, 21]",sampling distributions,Q3773214,/m/02l033,
ECON2301,Econometria 1,Bias of an estimator,0.871,6.203,http://en.wikipedia.org/wiki/Bias_of_an_estimator,[136],unbiased,Q15222032,/m/0273vcc,
ECON2301,Econometria 1,Errors and residuals,1,4.48,http://en.wikipedia.org/wiki/Errors_and_residuals,[63],Errors,Q1502698,,
ECON2301,Econometria 1,Statistics,1,2.87,http://en.wikipedia.org/wiki/Statistics,[57],statistical,Q12483,/m/06mnr,
ECON2301,Econometria 1,Definition,0.2336,1.643,http://en.wikipedia.org/wiki/Definition,[56],Definition,Q101072,/m/026yf,
ECON2301,Econometria 1,Matrix (mathematics),0.6595,11.28,http://en.wikipedia.org/wiki/Matrix_(mathematics),[179],matrix,Q44337,/m/0xjzz,
ECON2301,Econometria 1,Correlogram,0.7822,4.76,http://en.wikipedia.org/wiki/Correlogram,[351],correlogram,Q598190,/m/0dnw7x,
ECON2301,Econometria 1,Equation,0.4672,3.166,http://en.wikipedia.org/wiki/Equation,[387],equations,Q11345,/m/02jnw,
ECON2301,Econometria 1,Instrumental variables estimation,1,6.058,http://en.wikipedia.org/wiki/Instrumental_variables_estimation,"[391, 392]",instrumental variables,Q1665305,/m/057540,
ECON2301,Econometria 1,Chow test,0.4048,2.05,http://en.wikipedia.org/wiki/Chow_test,"[249, 250]",Chow test,Q1076792,/m/088_jc,
ECON2301,Econometria 1,Median,0.9021,1.388,http://en.wikipedia.org/wiki/Median,[170],median,Q226995,/m/04rkg,
ECON2301,Econometria 1,Simultaneous equations model,0.8878,1.579,http://en.wikipedia.org/wiki/Simultaneous_equations_model,"[386, 387]",Simultaneous equations,Q4420961,/m/01l4s8,
ECON2301,Econometria 1,Chi-squared distribution,0.9183,11.19,http://en.wikipedia.org/wiki/Chi-squared_distribution,"[28, 29]",Chi-square distributions,Q243462,/m/0sxdx,
ECON2301,Econometria 1,Data,0.2853,6.453,http://en.wikipedia.org/wiki/Data,[15],data,Q42848,/m/026sq,
ECON2301,Econometria 1,CUSUM,0.2489,2.978,http://en.wikipedia.org/wiki/CUSUM,[255],cusum,Q1024555,/m/03hlf60,
ECON3501,Historia Económica de Colombia,Economics,0.4717,10.64,http://en.wikipedia.org/wiki/Economics,"[216, 217]",economic theory,Q8134,/m/02j62,
ECON3501,Historia Económica de Colombia,Pre-Columbian era,0.3677,6.18,http://en.wikipedia.org/wiki/Pre-Columbian_era,[321],Pre-Columbian,Q202390,/m/0mdg1,
ECON3501,Historia Económica de Colombia,Economic reconstruction,0.2508,1.994,http://en.wikipedia.org/wiki/Economic_reconstruction,"[197, 198]",Economic reconstruction,Q5333537,/m/02ryqbf,
ECON3501,Historia Económica de Colombia,Granada,0.2087,2.995,http://en.wikipedia.org/wiki/Granada,[259],Granada,Q8810,/m/09jq0,
ECON3501,Historia Económica de Colombia,World economy,0.1927,2.67,http://en.wikipedia.org/wiki/World_economy,"[243, 244]",world economy,Q473750,/m/01h56z,
ECON3501,Historia Económica de Colombia,Economic history,0.2335,1.51,http://en.wikipedia.org/wiki/Economic_history,"[6, 7]",economic history,Q47398,/m/0cd78,
ECON3501,Historia Económica de Colombia,World War II,0.2792,55.37,http://en.wikipedia.org/wiki/World_War_II,"[290, 291, 292]",Second World War,Q362,/m/081pw,
ECON3501,Historia Económica de Colombia,Colombia,0.6751,20.63,http://en.wikipedia.org/wiki/Colombia,[269],Colombia,Q739,/m/01ls2,
ECON3501,Historia Económica de Colombia,Independence,0.02169,1.001,http://en.wikipedia.org/wiki/Independence,[192],Independence,Q37055,/m/0gwb1,
ECON3501,Historia Económica de Colombia,National Front (Colombia),0.3726,1.264,http://en.wikipedia.org/wiki/National_Front_(Colombia),"[318, 319]",National Front,Q268566,/m/02vntgv,
ECON3501,Historia Económica de Colombia,Colonialism,0.4889,2.099,http://en.wikipedia.org/wiki/Colonialism,[34],colonial,Q7167,/m/012rchx2,
ECON3501,Historia Económica de Colombia,Reconstruction era,0.383,4.566,http://en.wikipedia.org/wiki/Reconstruction_era,[134],reconstruction,Q623429,/m/0fbfs,
ECON3501,Historia Económica de Colombia,New Spain,0.643,0.9932,http://en.wikipedia.org/wiki/New_Spain,"[325, 326]",colonial period,Q170603,/m/0h6x8,
ECON3501,Historia Económica de Colombia,Tax,0.4403,5.072,http://en.wikipedia.org/wiki/Tax,"[181, 182]",tax system,Q8161,/m/07g82,
ECON3501,Historia Económica de Colombia,Economy,0.4897,9.337,http://en.wikipedia.org/wiki/Economy,[273],economy,Q159810,/m/0gfps3,
ECON3501,Historia Económica de Colombia,Indigenous peoples of the Americas,0.3629,1.447,http://en.wikipedia.org/wiki/Indigenous_peoples_of_the_Americas,"[151, 152]",Indigenous population,Q36747,/m/0432mrk,
ECON3501,Historia Económica de Colombia,Mining,0.3696,1.404,http://en.wikipedia.org/wiki/Mining,[109],mine,Q44497,/m/053rd,
ECON3501,Historia Económica de Colombia,Slavery,0.3723,9.429,http://en.wikipedia.org/wiki/Slavery,"[162, 163]",slave trade,Q8463,/m/06z49,
ECON3501,Historia Económica de Colombia,Trade,0.4456,1.793,http://en.wikipedia.org/wiki/Trade,[184],Trade,Q601401,/m/07br0,
ECON3501,Historia Económica de Colombia,Coffee,0.2356,5.727,http://en.wikipedia.org/wiki/Coffee,[277],Coffee,Q8486,/m/02vqfm,
ECON3501,Historia Económica de Colombia,International trade,0.2287,1.889,http://en.wikipedia.org/wiki/International_trade,"[300, 301]",Foreign trade,Q178803,/m/03rv_,
ECON3501,Historia Económica de Colombia,Agriculture,0.3811,2.85,http://en.wikipedia.org/wiki/Agriculture,[298],Farming,Q11451,/m/0hkf,
ECON3501,Historia Económica de Colombia,Industry,0.2256,1.523,http://en.wikipedia.org/wiki/Industry,[296],Industry,Q8148,/m/03rnh,
ECON3501,Historia Económica de Colombia,,0,0.5,,"[36, 37]",(1500-1810,None,None,
ECON3501,Historia Económica de Colombia,History of Colombia,0.6084,1.625,http://en.wikipedia.org/wiki/History_of_Colombia,"[7, 8, 9]",history of Colombia,Q1044401,/m/0117q97b,
ECON3501,Historia Económica de Colombia,Tobacco,0.2094,7.945,http://en.wikipedia.org/wiki/Tobacco,[275],Tobacco,Q1566,/m/07ly_,
ECON3501,Historia Económica de Colombia,British Raj,0.4073,1.197,http://en.wikipedia.org/wiki/British_Raj,"[219, 220]",colonial era,Q129286,/m/0bq0p9,
ECON3501,Historia Económica de Colombia,War,0.388,1.599,http://en.wikipedia.org/wiki/War,[124],War,Q198,/m/082cb,
ECON3501,Historia Económica de Colombia,Social movement,0.2907,1.558,http://en.wikipedia.org/wiki/Social_movement,"[315, 316]",Social movements,Q49773,/m/01j4mx,
ECON3501,Historia Económica de Colombia,Private banking,0.1411,1.318,http://en.wikipedia.org/wiki/Private_banking,"[312, 313]",Private banking,Q941185,/m/025sjqj,
ECON3501,Historia Económica de Colombia,Bank,0.288,6.33,http://en.wikipedia.org/wiki/Bank,[313],banking,Q22687,/m/017ql,
ECON3501,Historia Económica de Colombia,Takeoff,0.0307,1.347,http://en.wikipedia.org/wiki/Takeoff,[284],Takeoff,Q854248,/m/015z_b,
ECON3501,Historia Económica de Colombia,Property,0.3142,5.632,http://en.wikipedia.org/wiki/Property,[172],property,Q6422240,/m/05wrt,
ECON3501,Historia Económica de Colombia,Organization,0.1865,1.22,http://en.wikipedia.org/wiki/Organization,[178],organization,Q43229,/m/0qb7t,
ECON3501,Historia Económica de Colombia,Indigenous peoples,0.2786,1.361,http://en.wikipedia.org/wiki/Indigenous_peoples,[77],indigenous,Q103817,/m/0c9t7,
ECON3501,Historia Económica de Colombia,Community,0.2421,1.834,http://en.wikipedia.org/wiki/Community,[31],community,Q177634,/m/01qls,
ECON3501,Historia Económica de Colombia,Society,0.3548,9.531,http://en.wikipedia.org/wiki/Society,[35],society,Q8425,/m/098wr,
ECON3501,Historia Económica de Colombia,Economy of Colombia,0.6674,1.048,http://en.wikipedia.org/wiki/Economy_of_Colombia,"[209, 210]",Colombian economy,Q1806271,/m/011901cf,
ECON3501,Historia Económica de Colombia,Attention,0.2331,1.368,http://en.wikipedia.org/wiki/Attention,[16],attention,Q6501338,/m/0hy_j,
ECON3501,Historia Económica de Colombia,Treasury,0.1434,1.979,http://en.wikipedia.org/wiki/Treasury,[106],Treasury,Q10756188,/m/01kr63,
ECON3501,Historia Económica de Colombia,Economic growth,0.3824,10.74,http://en.wikipedia.org/wiki/Economic_growth,"[279, 280]",Economic growth,Q189833,/m/012_3l,
ECON3501,Historia Económica de Colombia,Land reform,0.3551,1.858,http://en.wikipedia.org/wiki/Land_reform,"[309, 310]",Agrarian reform,Q208128,/m/018cvv,
ECON1501,Historia Economica General,Economic history,0.4144,1.955,http://en.wikipedia.org/wiki/Economic_history,"[108, 109]",economic history,Q47398,/m/0cd78,
ECON1501,Historia Economica General,Research,0.5358,4.034,http://en.wikipedia.org/wiki/Research,[102],research,Q42240,/m/06cs1,
ECON1501,Historia Economica General,Classical antiquity,0.4713,13.39,http://en.wikipedia.org/wiki/Classical_antiquity,[114],antiquity,Q486761,/m/01lj6z,
ECON1501,Historia Economica General,Middle Ages,0.4575,26.43,http://en.wikipedia.org/wiki/Middle_Ages,"[119, 120, 121]",the Middle Ages,Q12554,/m/04rjz,
ECON1501,Historia Economica General,Revolution,0.4703,3.804,http://en.wikipedia.org/wiki/Revolution,[145],revolution,Q10931,/m/06grw,
ECON1501,Historia Economica General,Economy,0.6526,8.95,http://en.wikipedia.org/wiki/Economy,[76],Economy,Q159810,/m/0gfps3,
ECON1501,Historia Economica General,Latin,0.3558,34.54,http://en.wikipedia.org/wiki/Latin,[190],Latin,Q397,/m/04h9h,
ECON1501,Historia Economica General,Globalization,0.2495,16.56,http://en.wikipedia.org/wiki/Globalization,[184],globalization,Q7181,/m/0cjr0,
ECON1501,Historia Economica General,Capitalism,0.8333,23.08,http://en.wikipedia.org/wiki/Capitalism,[186],capitalism,Q6206,/m/01nc0,
ECON1501,Historia Economica General,Latin American economy,0.444,1.126,http://en.wikipedia.org/wiki/Latin_American_economy,"[188, 189, 190, 191]",Economy of Latin America,Q30594876,,
ECON1501,Historia Economica General,Latin America,0.4175,12.65,http://en.wikipedia.org/wiki/Latin_America,"[190, 191]",Latin America,Q12585,/m/04pnx,
ECON1501,Historia Economica General,United States,0.3561,54.18,http://en.wikipedia.org/wiki/United_States,[191],America,Q30,/m/09c7w0,
ECON1501,Historia Economica General,Economy of the United States,0.3596,1.806,http://en.wikipedia.org/wiki/Economy_of_the_United_States,"[193, 194]",US economy,Q188540,,
ECON1501,Historia Economica General,,0,0.5,,[178],XV-XVIII,None,None,
ECON1501,Historia Economica General,Emergence,0.4122,2.038,http://en.wikipedia.org/wiki/Emergence,[250],emergence,Q215772,/m/09bl8,
ECON1501,Historia Economica General,Feudalism,0.5287,10.34,http://en.wikipedia.org/wiki/Feudalism,"[253, 254]",feudal system,Q37739,/m/03067,
ECON1501,Historia Economica General,Social change,0.2175,1.502,http://en.wikipedia.org/wiki/Social_change,"[40, 41]",social development,Q1510761,/m/01wssw,
ECON1501,Historia Economica General,Logic,0.4493,7.546,http://en.wikipedia.org/wiki/Logic,[48],logic,Q8078,/m/09xq9d,
ECON1501,Historia Economica General,Relations of production,0.5232,3.193,http://en.wikipedia.org/wiki/Relations_of_production,"[52, 53, 54]",relations of production,Q1757232,/m/04c859,
ECON1501,Historia Economica General,Economic system,0.6983,2.807,http://en.wikipedia.org/wiki/Economic_system,"[9, 10]",economic systems,Q273005,/m/033721,
ECON1501,Historia Economica General,Imperialism,0.6343,12.05,http://en.wikipedia.org/wiki/Imperialism,[154],imperialism,Q7260,/m/03ynh,
ECON1501,Historia Economica General,English language,0.33,3.094,http://en.wikipedia.org/wiki/English_language,[151],English,Q1860,/m/02h40lc,
ECON1501,Historia Economica General,American imperialism,0.5464,5.084,http://en.wikipedia.org/wiki/American_imperialism,"[153, 154]",American imperialism,Q605269,/m/01fhr0,
ECON1501,Historia Economica General,Ancient history,0.5454,1.951,http://en.wikipedia.org/wiki/Ancient_history,"[164, 165]",ancient world,Q41493,/m/0djmp,
ECON1501,Historia Economica General,Prehistory,0.4635,6.345,http://en.wikipedia.org/wiki/Prehistory,[161],Prehistory,Q11756,/m/0660j,
ECON1501,Historia Economica General,State (polity),0.7689,1.93,http://en.wikipedia.org/wiki/State_(polity),[172],state,Q7275,/m/0cwzbz,
ECON1501,Historia Economica General,Europe,0.5182,31.02,http://en.wikipedia.org/wiki/Europe,[256],Europe,Q46,/m/02j9z,
ECON1501,Historia Economica General,Hegemony,0.5713,1.387,http://en.wikipedia.org/wiki/Hegemony,"[228, 229]",world domination,Q182034,/m/0f05r,
ECON2201,Macroeconomía 2,Macroeconomic model,1,1.306,http://en.wikipedia.org/wiki/Macroeconomic_model,"[177, 178, 179]",business cycle model,Q1188791,/m/03mwj1,
ECON2201,Macroeconomía 2,Interest,0.9282,3.516,http://en.wikipedia.org/wiki/Interest,[202],interest,Q170924,/m/012qn2,
ECON2201,Macroeconomía 2,Interest rate,0.7689,16.24,http://en.wikipedia.org/wiki/Interest_rate,"[202, 203]",interest rate,Q179179,/m/04n7dpf,
ECON2201,Macroeconomía 2,Macroeconomics,1,36.61,http://en.wikipedia.org/wiki/Macroeconomics,"[258, 259]",macroeconomic analysis,Q39680,/m/04rf6,
ECON2201,Macroeconomía 2,,0,0.5,,[166],3,None,None,
ECON2201,Macroeconomía 2,Economic growth,0.8122,13.06,http://en.wikipedia.org/wiki/Economic_growth,"[0, 1]",Economic growth,Q189833,/m/012_3l,
ECON2201,Macroeconomía 2,Life-cycle assessment,0.5182,1.103,http://en.wikipedia.org/wiki/Life-cycle_assessment,[21],Lifecycle,Q581950,/m/02vqxy,
ECON2201,Macroeconomía 2,Saving,0.7231,2.277,http://en.wikipedia.org/wiki/Saving,[5],savings,Q319622,/m/0hbm6,
ECON2201,Macroeconomía 2,Economy,0.92,9.825,http://en.wikipedia.org/wiki/Economy,[349],economy,Q159810,/m/0gfps3,
